Course date,Year,Quarter,Member,Course code,Course ID,EventbriteID,Status,Registered,Attended,Delivery,Training days,Capacity,Course Type,Day2,Tool
21/06/2018,2018,2,UNE,R101,20180621T0930_UNE_r,45282962560,Processed,14,14,InPerson,1,14,,,R
21/06/2018,2018,2,LTU,PYTHON101,20180621T0930_LTU_python,https://goo.gl/forms/wwSm3x1ugjHTDUzx1,Manual,25,22,InPerson,1,25,,,Python
22/06/2018,2018,2,Deakin,R101,20180622T0930_Deakin_r,http://deakinresear.ch/171,Manual,15,12,InPerson,1,15,,,R
22/06/2018,2018,2,WSU,R203,20180622T0930_WSU_r2,45364796327,Processed,19,11,InPerson,1,19,,,R
25/06/2018,2018,2,UNSW,EXCEL101,20180625T0930_UNSW_excel,45542505861,Processed,41,26,InPerson,1,41,,,Excel
25/06/2018,2018,2,Deakin,PYTHON203,20180625T0930_Deakin_python2,https://www.eventbrite.com.au/e/intermediate-python-data-processing-visualisation-deakin-waterfront-tickets-46489092126,Manual,29,16,InPerson,1,29,,,Python
27/06/2018,2018,2,UNE,R101,20180627T0930_UNE_r,47196627383,Processed,11,6,InPerson,1,11,,,R
27/06/2018,2018,2,Deakin,R203,20180627T0930_Deakin_r2,https://www.eventbrite.com.au/e/intermediate-r-data-processing-visualisation-deakin-waterfront-tickets-46488818307,Manual,34,30,InPerson,1,34,,,R
28/06/2018,2018,2,LTU,PYTHON203,20180628T0930_LTU_python2,https://goo.gl/forms/Y10lonogOVdZJqIW2,Manual,20,17,InPerson,1,20,,,Python
29/06/2018,2018,2,LTU,R203,20180629T0930_LTU_r2,https://goo.gl/forms/bphaqDLFEKAdu0pO2,Manual,32,28,InPerson,1,32,,,R
6/07/2018,2018,3,USYD,UNIX101,20180706T0930_USYD_unix,46210591122,Processed,14,8,InPerson,0.5,14,,,Unix
9/07/2018,2018,3,UNSW,REGEX101,20180709T0930_UNSW_re,46867975376,Processed,19,15,InPerson,0.5,19,,,Regular Expressions
10/07/2018,2018,3,UON,R203,20180710T0930_UON_r2,46831784127,Processed,28,19,InPerson,1,28,,,R
10/07/2018,2018,3,WSU,RDMT001,20180710T1000_WSU_rdmt,43147697926,Processed,16,9,InPerson,0.5,16,,,RDMT
11/07/2018,2018,3,USYD,PYTHON101,20180711T0930_USYD_python,46210697440,Processed,28,17,InPerson,1,28,,,Python
11/07/2018,2018,3,UON,PYTHON101,20180711T0930_UON_python,46831987736,Processed,28,25,InPerson,1,28,,,Python
16/07/2018,2018,3,UNSW,R101,20180716T0930_UNSW_r,46868002457,Processed,41,28,InPerson,1,41,,,R
17/07/2018,2018,3,LTU,UNIX101,20180717T0930_LTU_unix,https://goo.gl/forms/Pu9UQGwGJN82PO9O2,Manual,8,8,InPerson,0.5,8,,,Unix
18/07/2018,2018,3,USYD,MATLAB101,20180718T0930_USYD_matlab,46210714491,Processed,24,14,InPerson,1,24,,,MATLAB
19/07/2018,2018,3,LTU,EXCEL101,20180719T0930_LTU_excel,,Manual,25,25,InPerson,1,25,,,Excel
19/07/2018,2018,3,WSU,EXCEL101,20180719T0930_WSU_excel,44538421618,Processed,18,15,InPerson,1,18,,,Excel
23/07/2018,2018,3,UNSW,UNIX101,20180723T0930_UNSW_unix,46868013490,Processed,33,26,InPerson,0.5,33,,,Unix
23/07/2018,2018,3,UNSW,SQL101,20180723T1330_UNSW_sql,46868025526,Processed,27,20,InPerson,0.5,27,,,SQL
23/07/2018,2018,3,UON,UNIX101,20180723T1300_UON_unix,46831994757,Processed,17,15,InPerson,0.5,17,,,Unix
24/07/2018,2018,3,UON,HPC201,20180724T0930_UON_hpc2,46833297654,Processed,18,16,InPerson,1,18,,,HPC
24/07/2018,2018,3,LTU,EXCEL101,20180724T0930_LTU_excel,https://goo.gl/forms/pYbFsof8xeseEvTd2,Manual,22,18,InPerson,1,22,,,Excel
25/07/2018,2018,3,UNE,R203,20180725T0930_UNE_r2,46834278588,Processed,15,6,InPerson,1,15,,,R
25/07/2018,2018,3,USYD,R101,20180725T0930_USYD_r,46210731542,Processed,37,30,InPerson,1,37,,,R
25/07/2018,2018,3,UON,R101,20180725T0930_UON_r,46833621623,Processed,20,17,InPerson,1,20,,,R
25/07/2018,2018,3,WSU,R101,20180725T0930_WSU_r,44538532951,Processed,15,14,InPerson,1,15,,,R
1/08/2018,2018,3,USYD,EXCEL101,20180801T0930_USYD_excel,47099909096,Processed,15,9,InPerson,1,15,,,Excel
3/08/2018,2018,3,WSU,RDMT001,20180803T1000_WSU_rdmt,48115204873,Processed,14,13,InPerson,0.5,14,,,RDMT
7/08/2018,2018,3,UNSW,HPC201,20180807T0930_UNSW_hpc2,46868033550,Processed,21,16,InPerson,1,21,,,HPC
7/08/2018,2018,3,LTU,R101,20180807T0930_LTU_r,https://goo.gl/forms/R7oFoXvwHWoRYV6K2,Manual,11,8,InPerson,1,11,,,R
8/08/2018,2018,3,UNE,SQL101,20180808T1230_UNE_sql,46834311687,Processed,5,3,InPerson,0.5,5,,,SQL
8/08/2018,2018,3,Deakin,RDMT001,20180808T0930_Deakin_rdmt,https://www.eventbrite.com.au/e/researcher-training-week-for-hdrs-and-ecrs-tickets-48116047393,Manual,25,15,InPerson,0.5,25,,,RDMT
8/08/2018,2018,3,LTU,EXCEL101,20180808T0930_LTU_excel,https://goo.gl/forms/DaHsDBPsCzGbzkst1,Manual,15,11,InPerson,1,15,,,Excel
9/08/2018,2018,3,LTU,SQL101,20180809T0930_LTU_sql,https://goo.gl/forms/1r5oALxpNF46giSp2,Manual,9,5,InPerson,0.5,9,,,SQL
10/08/2018,2018,3,USYD,REGEX201,20180810T0930_USYD_reoc,47099932165,Processed,5,2,InPerson,0.5,5,,,Regular Expressions
10/08/2018,2018,3,USYD,GIT101,20180810T1330_USYD_git,47099941192,Processed,7,4,InPerson,0.5,7,,,Git
13/08/2018,2018,3,USYD,PYTHON203,20180813T0930_USYD_python2,47099956237,Processed,28,20,InPerson,1,28,,,Python
13/08/2018,2018,3,UNSW,EXCEL101,20180813T0930_UNSW_excel,46868040571,Processed,25,11,InPerson,1,25,,,Excel
20/08/2018,2018,3,UNSW,HPC301,20180820T0930_UNSW_hpc3,46868052607,Processed,13,4,InPerson,1,13,,,HPC
24/08/2018,2018,3,LTU,HPC201,20180824T0930_LTU_hpc1,https://goo.gl/forms/h1xUSuA1pepiJGg52,Manual,17,17,InPerson,1,17,,,HPC
27/08/2018,2018,3,UNSW,PYTHON203,20180827T0930_UNSW_python2,46868058625,Processed,27,11,InPerson,1,27,,,Python
28/08/2018,2018,3,UON,REGEX101,20180828T0930_UON_re,48435115735,Processed,6,5,InPerson,0.5,6,,,Regular Expressions
28/08/2018,2018,3,UON,SQL101,20180828T1300_UON_sql,48435122756,Processed,15,11,InPerson,0.5,15,,,SQL
29/08/2018,2018,3,USYD,PYTHON101,20180829T0930_USYD_python,47102191924,Processed,20,10,InPerson,1,20,,,Python
3/09/2018,2018,3,UNSW,SC101,20180903T0930_UNSW_sc,48783224939,Processed,31,18,InPerson,2,31,,,Software Carpentry
5/09/2018,2018,3,UNE,MATLAB101,20180905T0930_UNE_matlab,46834331747,Processed,7,6,InPerson,1,7,,,MATLAB
6/09/2018,2018,3,LTU,EXCEL101,20180906T0930_LTU_excel,https://goo.gl/forms/gtKXQVbxJzgZzEMT2,Manual,20,16,InPerson,1,20,,,Excel
7/09/2018,2018,3,USYD,MATLAB101,20180907T0930_USYD_matlab,47100074591,Processed,17,7,InPerson,1,17,,,MATLAB
11/09/2018,2018,3,UTS,R101,20180911T0930_UTS_r,43585649852,Processed,41,28,InPerson,1,41,,,R
12/09/2018,2018,3,UTS,R203,20180912T0930_UTS_r2,43585660885,Processed,37,20,InPerson,1,37,,,R
12/09/2018,2018,3,ACU,EXCEL101,20180912T0930_ACU_excel,,Manual,16,12,InPerson,1,16,,,Excel
12/09/2018,2018,3,ACU,GFT101,20180912T1330_ACU_gft,,Manual,16,7,InPerson,0.5,16,,,Google Fusion Tables
12/09/2018,2018,3,ACU,HPC201,20180912T1530_ACU_hpc04,,Manual,6,3,InPerson,1,6,,,HPC
12/09/2018,2018,3,LTU,R101,20180912T0930_LTU_r,https://goo.gl/forms/vkJAZq8YCuiCpU5j1,Manual,27,23,InPerson,1,27,,,R
12/09/2018,2018,3,CSU,RDMT001,20180912T1300_CSU_rdmt,,Manual,9,5,InPerson,0.5,9,,,RDMT
13/09/2018,2018,3,UTS,EXCEL101,20180913T0930_UTS_excel,43585672921,Processed,33,20,InPerson,1,33,,,Excel
13/09/2018,2018,3,ACU,REFINE101,20180913T1330_ACU_or,,Manual,16,7,InPerson,0.5,16,,,Open Refine
13/09/2018,2018,3,UON,EXCEL101,20180913T0930_UON_excel,48472028141,Processed,17,12,InPerson,1,17,,,Excel
14/09/2018,2018,3,USYD,R101,20180914T0930_USYD_r,47100636271,Processed,28,16,InPerson,1,28,,,R
14/09/2018,2018,3,WSU,R101,20180914T0930_WSU_r,48115214903,Processed,18,14,InPerson,1,18,,,R
18/09/2018,2018,3,UNSW,REDCAP101,20180918T0930_UNSW_redcap,48783311197,Processed,36,22,InPerson,0.5,36,,,REDCap
18/09/2018,2018,3,UNSW,SQL101,20180918T1330_UNSW_sql,48783365359,Processed,37,22,InPerson,0.5,37,,,SQL
19/09/2018,2018,3,USYD,REGEX101,20180919T0930_USYD_re,47101216005,Processed,12,7,InPerson,0.5,12,,,Regular Expressions
19/09/2018,2018,3,USYD,GIT101,20180919T1330_USYD_git,47101247098,Processed,12,6,InPerson,0.5,12,,,Git
21/09/2018,2018,3,LTU,REDCAP101,20180921T0930_LTU_redcap,https://goo.gl/forms/msiI8RI4il1oZRFI3,Manual,8,7,InPerson,0.5,8,,,REDCap
21/09/2018,2018,3,WSU,PYTHON101,20180921T0930_WSU_python,48116644178,Processed,15,11,InPerson,1,15,,,Python
17/09/2018,2018,3,UC,R101,20180917T0900_UC_r,49071336689,Processed,17,10,InPerson,1,17,,,R
18/09/2018,2018,3,UC,R203,20180918T0900_UC_r2,49071395866,Processed,14,9,InPerson,1,14,,,R
19/09/2018,2018,3,UC,SQL101,20180919T0900_UC_sql,49071512214,Processed,10,6,InPerson,0.5,10,,,SQL
19/09/2018,2018,3,UC,RDMT001,20180919T1230_UC_rdmt,49071569385,Processed,8,0,InPerson,0.5,8,,,RDMT
20/09/2018,2018,3,UC,PYTHON101,20180920T0900_UC_python,49071644610,Processed,16,11,InPerson,1,16,,,Python
21/09/2018,2018,3,UC,PYTHON203,20180921T0900_UC_python2,49071709805,Processed,12,6,InPerson,1,12,,,Python
24/09/2018,2018,3,WSU,R203,20180924T0930_WSU_r2,48116199849,Processed,14,6,InPerson,1,14,,,R
25/09/2018,2018,3,Deakin,REDCAP101,20180925T1000_Deakin_redcap,https://www.eventbrite.com.au/e/introduction-to-redcap-deakin-burwood-tickets-49678540853,Manual,24,19,InPerson,0.5,24,,,REDCap
28/09/2018,2018,3,WSU,PYTHON203,20180928T0930_WSU_python2,48116651199,Processed,14,6,InPerson,1,14,,,Python
2/10/2018,2018,4,UNSW,EXCEL101,20181002T0930_UNSW_excel,47651463811,Processed,22,7,InPerson,1,22,,,Excel
3/10/2018,2018,4,UNSW,PYTHON101,20181003T0930_UNSW_python,47651498916,Processed,39,19,InPerson,1,39,,,Python
3/10/2018,2018,4,UON,GIT101,20181003T1300_UON_git,50031049215,Processed,15,12,InPerson,0.5,15,,,Git
3/10/2018,2018,4,Deakin,PYTHON101,20181003T0930_Deakin_python,https://www.eventbrite.com.au/e/introduction-to-programming-with-python-deakin-waurn-ponds-tickets-50049019966,Manual,9,8,InPerson,1,9,,,Python
4/10/2018,2018,4,UNSW,RDMT001,20181004T0930_UNSW_rdmt,47651504934,Processed,29,12,InPerson,0.5,29,,,RDMT
4/10/2018,2018,4,UNSW,SQL101,20181004T1330_UNSW_sql,47651653378,Processed,23,11,InPerson,0.5,23,,,SQL
4/10/2018,2018,4,UON,R101,20181004T0930_UON_r,50031050218,Processed,27,21,InPerson,1,27,,,R
4/10/2018,2018,4,LTU,PYTHON101,20181004T0930_LTU_python,https://goo.gl/forms/xTg6hAVSlfGgVxB42,Manual,10,8,InPerson,1,10,,,Python
5/10/2018,2018,4,USYD,UNIX101,20181005T0930_USYD_unix,47102082597,Processed,22,15,InPerson,0.5,22,,,Unix
5/10/2018,2018,4,UNSW,GFT101,20181005T0930_UNSW_gft,47651605234,Processed,21,9,InPerson,0.5,21,,,Google Fusion Tables
5/10/2018,2018,4,UON,PYTHON203,20181005T0930_UON_python2,50031051221,Processed,28,23,InPerson,1,28,,,Python
9/10/2018,2018,4,UNSW,PYTHON101,20181009T0930_UNSW_python,48783437575,Processed,35,23,InPerson,1,35,,,Python
10/10/2018,2018,4,WSU,EXCEL101,20181010T0930_WSU_excel,48116659223,Processed,9,3,InPerson,1,9,,,Excel
11/10/2018,2018,4,Deakin,UNIX101,20181011T1000_Deakin_unix,https://www.eventbrite.com.au/e/introduction-to-unix-command-line-deakin-waurn-ponds-tickets-50059382962,Manual,7,5,InPerson,0.5,7,,,Unix
12/10/2018,2018,4,USYD,R203,20181012T0930_USYD_r2,47102066549,Processed,35,16,InPerson,1,35,,,R
12/10/2018,2018,4,Deakin,R203,20181012T1000_Deakin_r2,https://www.eventbrite.com.au/e/r-for-social-scientists-deakin-burwood-trial-workshop-tickets-50260459387,Manual,11,8,InPerson,1,11,,,R
12/10/2018,2018,4,WSU,RDMT001,20181012T1000_WSU_rdmt,48116453608,Processed,9,7,InPerson,0.5,9,,,RDMT
17/10/2018,2018,4,UNE,EXCEL101,20181017T0930_UNE_excel,49924380165,Processed,5,2,InPerson,1,5,,,Excel
17/10/2018,2018,4,USYD,PYTHON101,20181017T0930_USYD_python,47101415602,Processed,35,19,InPerson,1,35,,,Python
18/10/2018,2018,4,UNE,QLTRICS101,20181018T0930_UNE_qualtrics,50892798731,Processed,4,3,InPerson,0.5,4,,,Qualtrics
18/10/2018,2018,4,Deakin,REDCAP101,20181018T0930_Deakin_redcap,https://www.eventbrite.com.au/e/introduction-to-redcap-deakin-burwood-october-2018-tickets-50251664080,Manual,13,12,InPerson,0.5,13,,,REDCap
22/10/2018,2018,4,UNSW,PYTHON203,20181022T0930_UNSW_python2,48783452620,Processed,30,21,InPerson,1,30,,,Python
23/10/2018,2018,4,UTS,R101,20181023T0930_UTS_r,50625189304,Processed,38,22,InPerson,1,38,,,R
24/10/2018,2018,4,USYD,MATLAB101,20181024T0930_USYD_matlab,47101541980,Processed,15,11,InPerson,1,15,,,MATLAB
25/10/2018,2018,4,UTS,REGEX101,20181025T0930_UTS_re,43634071683,Processed,16,9,InPerson,0.5,16,,,Regular Expressions
25/10/2018,2018,4,UTS,REGEX201,20181025T1315_UTS_reoc,43634088734,Processed,17,9,InPerson,0.5,17,,,Regular Expressions
29/10/2018,2018,4,UTS,GFT101,20181029T1500_UTS_gft,,Manual,14,14,InPerson,0.5,14,,,Google Fusion Tables
29/10/2018,2018,4,UNSW,R101,20181029T0930_UNSW_r,48783486722,Processed,40,22,InPerson,1,40,,,R
2/11/2018,2018,4,USYD,R101,20181102T0930_USYD_r,47102134753,Processed,36,26,InPerson,1,36,,,R
5/11/2018,2018,4,UNSW,R203,20181105T0930_UNSW_r2,48783582007,Processed,40,24,InPerson,1,40,,,R
7/11/2018,2018,4,USYD,EXCEL101,20181107T0930_USYD_excel,47102148795,Processed,26,11,InPerson,1,26,,,Excel
7/11/2018,2018,4,LTU,REDCAP101,20181107T0930_LTU_redcap,https://goo.gl/forms/z3viWga09V1lXNfj1,Manual,18,14,InPerson,0.5,18,,,REDCap
13/11/2018,2018,4,UTS,SC101,20181113T0930_UTS_sc,43634126848,Processed,39,20,InPerson,2,39,,,Software Carpentry
14/11/2018,2018,4,UNE,R101,20181114T0930_UNE_r,49924482471,Processed,15,8,InPerson,1,15,,,R
14/11/2018,2018,4,UON,EXCEL101,20181114T1000_UON_excel,51384170437,Processed,14,9,InPerson,1,14,,,Excel
15/11/2018,2018,4,UTS,REDCAP101,20181115T0930_UTS_redcap,51322582225,Processed,21,16,InPerson,0.5,21,,,REDCap
19/11/2018,2018,4,UNSW,JULIA101,20181119T0930_UNSW_julia,51449128729,Processed,42,25,InPerson,1,42,,,Julia
19/11/2018,2018,4,LTU,R101,20181119T0930_LTU_r,https://goo.gl/forms/SPHGf0tgYAhnXmbY2,Manual,13,6,InPerson,1,13,,,R
22/11/2018,2018,4,ACU,R101,20181122T0930_ACU_r,52696420412,Processed,9,8,InPerson,1,9,,,R
26/11/2018,2018,4,ACU,REDCAP101,20181126T1330_ACU_redcap,52696443481,Processed,9,9,InPerson,0.5,9,,,REDCap
28/11/2018,2018,4,USYD,PYTHON203,20181128T0930_USYD_python2,47102183900,Processed,36,9,InPerson,1,36,,,Python
29/11/2018,2018,4,LTU,R203,20181129T0930_LTU_r2,https://goo.gl/forms/600GKE156nnzURQg1,Manual,11,12,InPerson,1,11,,,R
30/11/2018,2018,4,LTU,PYTHON203,20181130T0930_LTU_python2,https://goo.gl/forms/OtTGfHbkFBmRwrOx2,Manual,11,8,InPerson,1,11,,,Python
3/12/2018,2018,4,UON,EXCEL101,20181203T1000_UON_excel,52328998443,Processed,16,14,InPerson,1,16,,,Excel
4/12/2018,2018,4,UON,R203,20181204T0930_UON_r2,52329012485,Processed,19,13,InPerson,1,19,,,R
5/12/2018,2018,4,UON,PYTHON101,20181205T0930_UON_python,52329018503,Processed,29,23,InPerson,1,29,,,Python
12/12/2018,2018,4,Deakin,REDCAP101,20181212T1000_Deakin_redcap,52892516942,Manual,6,6,InPerson,0.5,6,,,REDCap
13/12/2018,2018,4,Deakin,PYTHON101,20181213T0930_Deakin_python,52893238099,Processed,24,23,InPerson,1,24,,,Python
19/12/2018,2018,4,ACU,REDCAP101,20181219T1400_ACU_redcap,53707652033,Processed,17,16,InPerson,0.5,17,,,REDCap
1/02/2019,2019,1,USYD,EXCEL101,20190201T0930_USYD_EXCEL101,53888465852,Processed,34,19,InPerson,1,34,,,Excel
7/02/2019,2019,1,USYD,SC101,20190207T0930_USYD_SC101,53888931244,Processed,37,23,InPerson,2,37,,,Software Carpentry
8/02/2019,2019,1,Deakin,RDMT001,20190209T1100_Deakin_RDMT101,,Manual,15,15,InPerson,0.5,15,,,RDMT
11/02/2019,2019,1,WSU,PYTHON101,20190211T0930_WSU_PYTHON101,55135376395,Processed,8,6,InPerson,1,8,,,Python
12/02/2019,2019,1,UTS,EXCEL101,20190212T0930_UTS_EXCEL101,55006287286,Processed,22,18,InPerson,1,22,,,Excel
12/02/2019,2019,1,UNSW,JULIA101,20190212T0930_UNSW_JULIA101,53895804803,Processed,36,22,InPerson,1,36,,,Julia
12/02/2019,2019,1,LTU,REDCAP101,20190212T0930_LTU_REDCAP101,https://goo.gl/forms/YHWRKlAZCdepaRX82,Manual,11,8,InPerson,0.5,11,,,REDCap
13/02/2019,2019,1,UTS,DVIS001,20190213T1000_UTS_DVIS001,55006795807,Processed,28,21,InPerson,0.5,28,,,
13/02/2019,2019,1,Deakin,REDCAP101,20190213T1230_Deakin_REDCAP101,55247883908,Processed,20,15,InPerson,0.5,20,,,REDCap
14/02/2019,2019,1,UTS,R101,20190214T0930_UTS_R101,55006805837,Processed,45,36,InPerson,1,45,,,R
14/02/2019,2019,1,WSU,R101,20190214T0930_WSU_R101,55135565962,Processed,19,17,InPerson,1,19,,,R
19/02/2019,2019,1,LTU,EXCEL101,20190219T0930_LTU_EXCEL101,https://goo.gl/forms/frT3iYI2dWp7fDmq1,Manual,33,29,InPerson,1,33,,,Excel
19/02/2019,2019,1,UTS,R203,20190219T0930_UTS_R203,55006383574,Processed,39,27,InPerson,1,39,,,R
19/02/2019,2019,1,UNSW,EXCEL101,20190219T0930_UNSW_EXCEL101,53895727572,Processed,38,20,InPerson,1,38,,,Excel
20/02/2019,2019,1,UTS,UNIX101,20190220T0930_UTS_UNIX101,55006820882,Processed,14,10,InPerson,0.5,14,,,Unix
20/02/2019,2019,1,USYD,SPSS101,20190220T0930_USYD_SPSS101,53888770764,Processed,35,20,InPerson,1,35,,,SPSS
20/02/2019,2019,1,Deakin,PYTHON101,20190220T0930_Deakin_PYTHON101,54325394718,Processed,20,16,InPerson,1,20,,,Python
20/02/2019,2019,1,UNE,R101,20190220T0930_UNE_R101,55055482430,Processed,14,13,InPerson,1,14,,,R
21/02/2019,2019,1,USYD,PYTHON101,20190221T0930_USYD_PYTHON101,55004051599,Processed,38,21,InPerson,1,38,,,Python
21/02/2019,2019,1,ACU,REDCAP101,20190221T0930_ACU_REDCAP101,55675926194,Processed,18,14,InPerson,0.5,18,,,REDCap
25/02/2019,2019,1,WSU,PYTHON203,20190225T0930_WSU_PYTHON203,55135650214,Processed,8,5,InPerson,1,8,,,Python
26/02/2019,2019,1,UNSW,R101,20190226T0930_UNSW_R101,53895849938,Processed,36,22,InPerson,1,36,,,R
26/02/2019,2019,1,Deakin,SQL101,20190226T1230_Deakin_SQL101,55314746897,Processed,23,17,InPerson,0.5,23,,,SQL
26/02/2019,2019,1,Deakin,UNIX101,20190226T0930_Deakin_UNIX101,55611146436,Processed,5,3,InPerson,0.5,5,,,Unix
27/02/2019,2019,1,Deakin,REDCAP101,20190227T0930_Deakin_REDCAP101,55555594278,Processed,8,4,InPerson,0.5,8,,,REDCap
28/02/2019,2019,1,WSU,R203,20190228T0930_WSU_R203,55135675289,Processed,12,8,InPerson,1,12,,,R
4/03/2019,2019,1,UNE,R101,20190304T0930_UNE_R101,56607985007,Processed,10,9,InPerson,1,10,,,R
5/03/2019,2019,1,Deakin,QLTRICS101,20190305T0930_Deakin_QLTRICS101,55249567945,Processed,14,11,InPerson,0.5,14,,,Qualtrics
5/03/2019,2019,1,UNSW,R203,20190305T0930_UNSW_R203,53895883037,Processed,38,19,InPerson,1,38,,,R
5/03/2019,2019,1,Deakin,RDMT001,20190305T1300_Deakin_RDMT001,,Manual,22,22,InPerson,0.5,22,,,RDMT
6/03/2019,2019,1,UNE,R203,20190306T0930_UNE_R203,55055713120,Processed,15,14,InPerson,1,15,,,R
7/03/2019,2019,1,CSU,RDMT001,20190307T0930_CSU_RDMT001,,Manual,25,17,InPerson,0.5,25,,,RDMT
8/03/2019,2019,1,LTU,R101,20190308T0930_LTU_R101,https://goo.gl/forms/1K95RpQV0B75r3ur1,Manual,23,18,InPerson,1,23,,,R
11/03/2019,2019,1,USYD,MATLAB101,20190311T0930_USYD_MATLAB101,57146316170,Processed,18,10,InPerson,1,18,,,MATLAB
11/03/2019,2019,1,UNSW,SC101,20190311T0930_UNSW_SC101,53896224057,Processed,39,24,InPerson,2,39,,,Software Carpentry
12/03/2019,2019,1,Deakin,PYTHON101,20190312T0930_Deakin_PYTHON101,55247900959,Processed,20,14,InPerson,1,20,,,Python
13/03/2019,2019,1,Deakin,R101,20190313T0930_Deakin_R101,55247933055,Processed,21,11,InPerson,1,21,,,R
14/03/2019,2019,1,USYD,UNIX101,20190314T0930_USYD_UNIX101,55944419264,Processed,27,8,InPerson,0.5,27,,,Unix
18/03/2019,2019,1,UNSW,PYTHON203,20190318T0930_UNSW_PYTHON203,53896335390,Processed,31,25,InPerson,1,31,,,Python
19/03/2019,2019,1,Deakin,GIT101,20190319T0930_Deakin_GIT101,55247947097,Processed,9,2,InPerson,0.5,9,,,Git
20/03/2019,2019,1,Deakin,EXCEL101,20190320T0930_Deakin_EXCEL101,55195902430,Processed,22,16,InPerson,1,22,,,Excel
20/03/2019,2019,1,UNE,MATLAB101,20190320T0930_UNE_MATLAB101,55055736189,Processed,7,5,InPerson,1,7,,,MATLAB
22/03/2019,2019,1,LTU,MATLAB101,20190322T0930_LTU_MATLAB101,https://goo.gl/forms/ndfvOl7DZfdYu8FU2,Manual,12,9,InPerson,1,12,,,MATLAB
22/03/2019,2019,1,USYD,R101,20190322T0930_USYD_R101,55948736176,Processed,42,30,InPerson,1,42,,,R
26/03/2019,2019,1,UNSW,REDCAP101,20190326T1330_UNSW_REDCAP101,53896427666,Processed,39,30,InPerson,0.5,39,,,REDCap
26/03/2019,2019,1,UNSW,SQL101,20190326T0930_UNSW_SQL101,53896401588,Processed,36,21,InPerson,0.5,36,,,SQL
29/03/2019,2019,1,Deakin,SPSS101,20190329T0930_Deakin_SPSS101,55247978190,Processed,18,11,InPerson,1,18,,,SPSS
29/03/2019,2019,1,USYD,PYTHON203,20190329T0930_USYD_PYTHON203,57146558896,Processed,36,17,InPerson,1,36,,,Python
2/04/2019,2019,2,UNSW,MATLAB101,20190402T0930_UNSW_MATLAB101,53896449732,Processed,38,22,InPerson,1,38,,,MATLAB
3/04/2019,2019,2,UNE,SQL101,20190403T0930_UNE_SQL101,55055756249,Processed,6,3,InPerson,0.5,6,,,SQL
3/04/2019,2019,2,USYD,EXCEL101,20190403T0930_USYD_EXCEL101,58336535147,Processed,26,20,InPerson,1,26,,,Excel
8/04/2019,2019,2,UNSW,EXCEL101,20190408T0930_UNSW_EXCEL101,53896544014,Processed,32,23,InPerson,1,32,,,Excel
8/04/2019,2019,2,UNSW,PYTHON101,20190408T0930_UNSW_PYTHON101,59300722056,Processed,40,29,InPerson,1,40,,,Python
9/04/2019,2019,2,UNSW,PYTHON203,20190409T0930_UNSW_PYTHON203,59300738104,Processed,43,25,InPerson,1,43,,,Python
10/04/2019,2019,2,USYD,JULIA101,20190410T0930_USYD_JULIA101,58336574264,Processed,23,18,InPerson,1,23,,,Julia
12/04/2019,2019,2,Deakin,REDCAP101,20190412T1000_Deakin_REDCAP101,58402587712,Processed,7,5,InPerson,0.5,7,,,REDCap
12/04/2019,2019,2,LTU,WEBDATA201,20190412T0930_LTU_WEBDATA201,https://goo.gl/forms/3eZx7Gx8yUUMFISi1,Manual,9,5,InPerson,1,9,,,Web Scraping
15/04/2019,2019,2,UON,R101,20190415T0930_UON_R101,59361543976,Processed,29,19,InPerson,1,29,,,R
15/04/2019,2019,2,Deakin,RDMT001,20190415T0930_Deakin_RDMT001,,Manual,24,24,InPerson,0.5,24,,,RDMT
16/04/2019,2019,2,UON,PYTHON203,20190416T0930_UON_PYTHON203,59361556012,Processed,21,16,InPerson,1,21,,,Python
17/04/2019,2019,2,UNE,R101,20190417T0930_UNE_R101,55055788345,Processed,8,7,InPerson,1,8,,,R
17/04/2019,2019,2,USYD,SC101,20190417T0930_USYD_SC101,58336620402,Processed,26,13,InPerson,2,26,,,Software Carpentry
17/04/2019,2019,2,UON,EXCEL101,20190417T0930_UON_EXCEL101,59361575069,Processed,22,19,InPerson,1,22,,,Excel
17/04/2019,2019,2,Deakin,R203,20190417T0930_Deakin_R203,59736445316,Processed,9,7,InPerson,1,9,,,R
29/04/2019,2019,2,WSU,EXCEL101,20190429T0930_WSU_EXCEL101,55135713403,Processed,19,12,InPerson,1,19,,,Excel
1/05/2019,2019,2,USYD,R101,20190501T0930_USYD_R101,58336638456,Processed,31,21,InPerson,1,31,,,R
1/05/2019,2019,2,WSU,EXCEL101,20190501T0930_WSU_EXCEL101,55135732460,Processed,19,8,InPerson,1,19,,,Excel
7/05/2019,2019,2,Deakin,SPSS101,20190507T1000_Deakin_SPSS101,42857373558,Processed,8,5,InPerson,1,8,,,SPSS
9/05/2019,2019,2,LTU,EXCEL101,20190509T0930_LTU_EXCEL101,https://goo.gl/forms/ailWakwVTkoNpd193,Manual,9,8,InPerson,1,9,,,Excel
10/05/2019,2019,2,USYD,MATLAB101,20190510T0930_USYD_MATLAB101,58336682588,Processed,11,6,InPerson,1,11,,,MATLAB
13/05/2019,2019,2,UNSW,R101,20190513T0930_UNSW_R101,59803219038,Processed,30,22,InPerson,1,30,,,R
15/05/2019,2019,2,USYD,EXCEL101,20190515T0930_USYD_EXCEL101,60559843121,Processed,9,6,InPerson,1,9,,,Excel
