Course date,Year,Quarter,Member,Course code,Course ID,EventbriteID,Status,Registered,Attended,Delivery,Training days,Capacity,Course Type,Day2,Tool,Month,Day,Primary_Trainer,Assistant_Trainer,Unique_ID
22/04/2020,2020,2,UNE,R101,20200422T0900_UNE_R101,92640063925,Processed,15,9,Online,1,15,,,R,4,Wed,NB,PR,43943_UNE_R101
24/04/2020,2020,2,Deakin,REDCAP101,20200424T1000_Deakin_REDCAP101,https://www.eventbrite.com.au/e/introduction-to-redcap-deakin-online-tickets-102235244368,Processed,18,14,Online,0.5,18,,,REDCap,4,Fri,JL,AG,43945_Deakin_REDCAP101
28/04/2020,2020,2,UTS,QLTRICS101,20200428T1000_UTS_QLTRICS101,101768171340,Processed,15,6,Online,0.5,15,,,Qualtrics,4,Tue,WC,,43949_UTS_QLTRICS101
28/04/2020,2020,2,ACU,QLTRICS101,20200428T0930_ACU_QLTRICS101,102225862306,Processed,21,18,Online,0.5,21,,,Qualtrics,4,Tue,AW,"XW, HP",43949_ACU_QLTRICS101
28/04/2020,2020,2,Deakin,RDMT001,20200428T1400_Deakin_RDMT001,,Manual,14,14,Online,0.5,14,,,RDMT,4,Tue,JL,AG,43949_Deakin_RDMT001
30/04/2020,2020,2,USYD,SPSS101,20200430T1000_USYD_SPSS101,94064341979,Processed,21,19,Online,1,21,,,SPSS,4,Thu,JL,JZ,43951_USYD_SPSS101
30/04/2020,2020,2,LTU,WEBDATA201,20200430T0930_LTU_WEBDATA201,https://forms.gle/aroP1g9Nbt53ukxq5,Processed,14,14,Online,1,14,,,Web Scraping,4,Thu,GM,"CF, AP, MK",43951_LTU_WEBDATA201
04/05/2020,2020,2,Deakin,QLTRICS101,20200504T1000_Deakin_QLTRICS101,https://www.eventbrite.com.au/e/surveying-with-qualtrics-deakin-online-tickets-101862984930,Processed,19,17,Online,0.5,19,,,Qualtrics,5,Mon,JL,AG,43955_Deakin_QLTRICS101
05/05/2020,2020,2,ACU,REDCAP101,20200505T0930_ACU_REDCAP101,102226690784,Processed,20,16,Online,0.5,20,,,REDCap,5,Tue,AW,SG,43956_ACU_REDCAP101
06/05/2020,2020,2,USYD,PYTHON101,20200506T0900_USYD_PYTHON101,103107703918,Processed,22,20,Online,1,22,,,Python,5,Wed,KT,"JZ, AP",43957_USYD_PYTHON101
06/05/2020,2020,2,ACU,REDCAP201,20200506T0930_ACU_REDCAP201,102226696802,Processed,22,18,Online,0.5,22,,,REDCap,5,Wed,AW,SG,43957_ACU_REDCAP201
06/05/2020,2020,2,UON,REDCAP101,20200506T1330_UON_REDCAP101,103191414298,Processed,16,14,Online,0.5,16,,,REDCap,5,Wed,SG,NW,43957_UON_REDCAP101
06/05/2020,2020,2,WSU,QLTRICS101,20200506T0930_WSU_QLTRICS101,102950991186,Processed,18,16,Online,0.5,18,,,Qualtrics,5,Wed,XW,"WC, JL",43957_WSU_QLTRICS101
07/05/2020,2020,2,LTU,EXCEL101,20200507T0930_LTU_EXCEL101,https://forms.gle/vRE68YebMgx4uGEz7,Processed,31,25,Online,1,31,,,Excel,5,Thu,CF,"GM, XW",43958_LTU_EXCEL101
12/05/2020,2020,2,UNSW,R101,20200512T0930_UNSW_R101,103658421128,Processed,20,19,Online,1,20,,,R,5,Tue,KT,"MR, AP",43963_UNSW_R101
12/05/2020,2020,2,ACU,QLTRICS101,20200512T0930_ACU_QLTRICS101,103298249846,Processed,12,11,Online,0.5,12,,,Qualtrics,5,Tue,AW,,43963_ACU_QLTRICS101
12/05/2020,2020,2,UON,REDCAP201,20200512T0900_UON_REDCAP201,103891403986,Processed,10,9,Online,0.5,10,,,REDCap,5,Tue,SG,,43963_UON_REDCAP201
13/05/2020,2020,2,UON,QLTRICS101,20200513T0930_UON_QLTRICS101,103197412238,Processed,15,11,Online,0.5,15,,,Qualtrics,5,Wed,SG,NW,43964_UON_QLTRICS101
13/05/2020,2020,2,WSU,REDCAP101,20200513T0930_WSU_REDCAP101,102957414398,Processed,20,17,Online,0.5,20,,,REDCap,5,Wed,XW,AW,43964_WSU_REDCAP101
14/05/2020,2020,2,USYD,R102,20200514T0900_USYD_R102,103107713948,Processed,21,19,Online,1,21,,,R,5,Thu,"KT, JZ",AP,43965_USYD_R102
14/05/2020,2020,2,CSU,RDMT001,20200514T1000_CSU_RDMT001,102760475348,Processed,33,17,Online,0.5,33,,,RDMT,5,Thu,SG,GM,43965_CSU_RDMT001
14/05/2020,2020,2,WSU,RDMT001,20200514T0930_WSU_RDMT001,102950802622,Processed,21,18,Online,0.5,21,,,RDMT,5,Thu,,XW,43965_WSU_RDMT001
15/05/2020,2020,2,LTU,REDCAP101,20200515T0930_LTU_REDCAP101,https://forms.gle/E4RANJXAmAFU2tLf9,Processed,20,19,Online,0.5,20,,,REDCap,5,Fri,JL,"MK, GM",43966_LTU_REDCAP101
18/05/2020,2020,2,LTU,REDCAP201,20200518T0930_LTU_REDCAP201,https://forms.gle/sgqCATSDGwJgFQ8p9,Processed,28,27,Online,0.5,28,,,REDCap,5,Mon,AW,GM,43969_LTU_REDCAP201
19/05/2020,2020,2,UNSW,PYTHON101,20200519T0930_UNSW_PYTHON101,103658433164,Processed,18,11,Online,1,18,,,Python,5,Tue,KT,MR,43970_UNSW_PYTHON101
19/05/2020,2020,2,UON,SQL101,20200519T0930_UON_SQL101,103297670112,Processed,17,12,Online,0.5,17,,,SQL,5,Tue,SG,GC,43970_UON_SQL101
20/05/2020,2020,2,UON,QLTRICS101,20200520T0900_UON_QLTRICS101,104920724712,Processed,9,7,Online,0.5,9,,,Qualtrics,5,Wed,SG,,43971_UON_QLTRICS101
20/05/2020,2020,2,WSU,EXCEL101,20200520T0930_WSU_EXCEL101,103901592460,Processed,15,10,Online,1,15,,,Excel,5,Wed,XW,"CF, JZ",43971_WSU_EXCEL101
21/05/2020,2020,2,USYD,PYTHON203,20200521T0900_USYD_PYTHON203,103191506574,Processed,21,19,Online,1,21,,,Python,5,Thu,KT,JZ,43972_USYD_PYTHON203
22/05/2020,2020,2,Deakin,RDMT001,20200522T1100_Deakin_RDMT001,https://www.eventbrite.com.au/e/102759199532,Processed,40,31,Online,0.5,40,,,RDMT,5,Fri,JL,AG,43973_Deakin_RDMT001
22/05/2020,2020,2,WSU,QLTRICS101,20200522T0930_WSU_QLTRICS101,103976468416,Processed,19,18,Online,0.5,19,,,Qualtrics,5,Fri,XW,SG,43973_WSU_QLTRICS101
25/05/2020,2020,2,UON,QLTRICS101,20200525T1330_UON_QLTRICS101,105484388646,Processed,11,11,Online,0.5,11,,,Qualtrics,5,Mon,SG,,43976_UON_QLTRICS101
25/05/2020,2020,2,UC,R101,20200525T0930_UC_R101,103659139276,Processed,28,19,Online,1,28,,,R,5,Mon,KT,MR,43976_UC_R101
26/05/2020,2020,2,UNSW,R203,20200526T0930_UNSW_R203,103658439182,Processed,19,15,Online,1,19,,,R,5,Tue,"KT, MR",,43977_UNSW_R203
26/05/2020,2020,2,UC,PYTHON101,20200526T0930_UC_PYTHON101,103773045974,Processed,28,22,Online,1,28,,,Python,5,Tue,GM,AW,43977_UC_PYTHON101
27/05/2020,2020,2,UC,UNIX101,20200527T0930_UC_UNIX101,103774149274,Processed,14,9,Online,0.5,14,,,Unix,5,Wed,GM,"WC, GC",43978_UC_UNIX101
28/05/2020,2020,2,USYD,R203,20200528T1330_USYD_R203,103193067242,Processed,20,19,Online,1,20,,,R,5,Thu,KT,JZ,43979_USYD_R203
29/05/2020,2020,2,Deakin,REDCAP101,20200529T1000_Deakin_REDCAP101,https://www.eventbrite.com.au/e/104948886946,Processed,20,19,Online,0.5,20,,,REDCap,5,Fri,JL,AG,43980_Deakin_REDCAP101
29/05/2020,2020,2,Deakin,REDCAP201,20200529T1230_Deakin_REDCAP201,https://www.eventbrite.com.au/e/104948886946,Processed,20,19,Online,0.5,20,,,REDCap,5,Fri,JL,AG,43980_Deakin_REDCAP201
01/06/2020,2020,2,UON,EXCEL101,20200601T1300_UON_EXCEL101,105044332426,Processed,17,14,Online,1,17,,,Excel,6,Mon,NW,SG,43983_UON_EXCEL101
01/06/2020,2020,2,UOA,R102,20200601T1330_UOA_R102,104590306422,Processed,24,24,Online,1,24,,,R,6,Mon,MR,"AP, MK",43983_UOA_R102
02/06/2020,2020,2,UNSW,PYTHON203,20200602T0930_UNSW_PYTHON203,103658455230,Processed,23,16,Online,1,23,,,Python,6,Tue,"KT, MR",,43984_UNSW_PYTHON203
03/06/2020,2020,2,UNE,UNIX101,20200603T0930_UNE_UNIX101,105047680440,Processed,11,9,Online,0.5,11,,,Unix,6,Wed,GLC ,PR,43985_UNE_UNIX101
03/06/2020,2020,2,USYD,UNIX101,20200603T0930_USYD_UNIX101,105348090976,Processed,17,14,Online,0.5,17,,,Unix,6,Wed,JZ,WC,43985_USYD_UNIX101
04/06/2020,2020,2,UNE,GIT101,20200604T0930_UNE_GIT101,105047818854,Processed,12,11,Online,0.5,12,,,Git,6,Thu,GLC ,PR,43986_UNE_GIT101
04/06/2020,2020,2,UON,REDCAP101,20200604T1230_UON_REDCAP101,106621523848,Processed,15,15,Online,0.5,15,,,REDCap,6,Thu,SG,,43986_UON_REDCAP101
04/06/2020,2020,2,WSU,QLTRICS101,20200604T0930_WSU_QLTRICS101,105210246680,Processed,22,20,Online,0.5,22,,,Qualtrics,6,Thu,XW,JZ,43986_WSU_QLTRICS101
05/06/2020,2020,2,USYD,EXCEL101,20200605T0900_USYD_EXCEL101,105346407942,Processed,23,17,Online,1,23,,,Excel,6,Fri,JZ,XW,43987_USYD_EXCEL101
05/06/2020,2020,2,Deakin,QLTRICS101,20200605T1000_Deakin_QLTRICS101,https://www.eventbrite.com.au/e/104986499446,Processed,21,18,Online,0.5,21,,,Qualtrics,6,Fri,JL,AG,43987_Deakin_QLTRICS101
04/06/2020,2020,2,LTU,R101,20200604T0930_LTU_R101,https://forms.gle/G5TJCcgjeF2kkAMj7,Processed,35,30,Online,1,35,,,R,6,Thu,CF,GM,43986_LTU_R101
09/06/2020,2020,2,UNE,QLTRICS101,20200609T1000_UNE_QLTRICS101,105891526406,Processed,14,11,Online,0.5,14,,,Qualtrics,6,Tue,JL,PR,43991_UNE_QLTRICS101
09/06/2020,2020,2,UTS,REDCAP101,20200609T1000_UTS_REDCAP101,105493752654,Processed,18,11,Online,0.5,18,,,REDCap,6,Tue,WC,,43991_UTS_REDCAP101
09/06/2020,2020,2,USYD,SQL101,20200609T0930_USYD_SQL101,105348875322,Processed,13,9,Online,0.5,13,,,SQL,6,Tue,JZ,,43991_USYD_SQL101
09/06/2020,2020,2,UNSW,R101,20200609T0930_UNSW_R101,103977064198,Processed,26,20,Online,1,26,,,R,6,Tue,"KT, MR",,43991_UNSW_R101
09/06/2020,2020,2,UON,REDCAP101,20200609T0900_UON_REDCAP101,106621592052,Processed,10,10,Online,0.5,10,,,REDCap,6,Tue,SG,,43991_UON_REDCAP101
10/06/2020,2020,2,UNE,MATLAB101,20200610T0900_UNE_MATLAB101,105047842926,Processed,11,10,Online,1,11,,,MATLAB,6,Wed,NB,PR,43992_UNE_MATLAB101
10/06/2020,2020,2,USYD,SPSS101,20200610T0930_USYD_SPSS101,105352257438,Processed,20,16,Online,1,20,,,SPSS,6,Wed,JZ,,43992_USYD_SPSS101
10/06/2020,2020,2,WSU,REDCAP101,20200610T0930_WSU_REDCAP101,105211821390,Processed,18,17,Online,0.5,18,,,REDCap,6,Wed,XW,,43992_WSU_REDCAP101
11/06/2020,2020,2,UNSW,PYTHON101,20200611T0930_UNSW_PYTHON101,103977034108,Processed,27,18,Online,1,27,,,Python,6,Thu,"KT, MR",,43993_UNSW_PYTHON101
11/06/2020,2020,2,CSU,QLTRICS101,20200611T0930_CSU_QLTRICS101,105214138320,Processed,20,16,Online,0.5,20,,,Qualtrics,6,Thu,SG,XW,43993_CSU_QLTRICS101
11/06/2020,2020,2,LTU,R203,20200611T1300_LTU_R203,https://forms.gle/YHSFqXoPhXpXZzeb9,Processed,31,29,Online,1,31,,,R,6,Thu,CF,GM,43993_LTU_R203
12/06/2020,2020,2,WSU,REDCAP101,20200612T1400_WSU_REDCAP101,,Manual,7,7,Online,0.5,7,,,REDCap,6,Fri,XW,,43994_WSU_REDCAP101
15/06/2020,2020,2,LTU,PYTHON101,20200615T0930_LTU_PYTHON101,https://forms.gle/YEZfsszfPEGawR9f7,Processed,10,7,Online,1,10,,,Python,6,Mon,CF,GM,43997_LTU_PYTHON101
16/06/2020,2020,2,UTS,R101,20200616T0930_UTS_R101,105493921158,Processed,24,17,Online,1,24,,,R,6,Tue,KT,WC,43998_UTS_R101
16/06/2020,2020,2,USYD,WEBDATA201,20200616T0930_USYD_WEBDATA201,105351493152,Processed,21,14,Online,1,21,,,Web Scraping,6,Tue,GM,JZ,43998_USYD_WEBDATA201
16/06/2020,2020,2,UOA,R203,20200616T1330_UOA_R203,104627850718,Processed,24,24,Online,1,24,,,R,6,Tue,MR,"MK, AG",43998_UOA_R203
17/06/2020,2020,2,UNE,SPSS101,20200617T0900_UNE_SPSS101,105048998382,Processed,15,7,Online,1,15,,,SPSS,6,Wed,GLC,PR,43999_UNE_SPSS101
18/06/2020,2020,2,Deakin,EXCEL101,20200618T1000_Deakin_EXCEL101,https://www.eventbrite.com.au/e/105191285968,Processed,22,20,Online,1,22,,,Excel,6,Thu,JL,AG,44000_Deakin_EXCEL101
18/06/2020,2020,2,WSU,QLTRICS101,20200618T0930_WSU_QLTRICS101,108098730212,Processed,19,15,Online,0.5,19,,,Qualtrics,6,Thu,XW,HP,44000_WSU_QLTRICS101
19/06/2020,2020,2,WSU,RDMT001,20200619T0930_WSU_RDMT001,105497219022,Processed,20,18,Online,0.5,20,,,RDMT,6,Fri,,XW,44001_WSU_RDMT001
22/06/2020,2020,2,UOA,HPC201,20200622T1330_UOA_HPC201,105911811078,Processed,24,20,Online,1,24,,,HPC,6,Mon,GM,MK,44004_UOA_HPC201
23/06/2020,2020,2,UTS,REDCAP201,20200623T1000_UTS_REDCAP201,105494250142,Processed,17,7,Online,0.5,17,,,REDCap,6,Tue,WC,,44005_UTS_REDCAP201
23/06/2020,2020,2,USYD,QLTRICS101,20200623T0930_USYD_QLTRICS101,105352939478,Processed,14,13,Online,0.5,14,,,Qualtrics,6,Tue,JZ,,44005_USYD_QLTRICS101
23/06/2020,2020,2,UNSW,R101,20200623T0930_UNSW_R101,104264758700,Processed,24,18,Online,1,24,,,R,6,Tue,KT,MR,44005_UNSW_R101
23/06/2020,2020,2,UON,REDCAP201,20200623T1330_UON_REDCAP201,106590320518,Processed,7,6,Online,0.5,7,,,REDCap,6,Tue,SG,,44005_UON_REDCAP201
25/06/2020,2020,2,LTU,HPC201,20200625T0930_LTU_HPC201,https://forms.gle/szHfyp7zrUgqdof57,Processed,13,8,Online,1,13,,,HPC,6,Thu,GM,MK,44007_LTU_HPC201
25/06/2020,2020,2,USYD,MATLAB101,20200625T0930_USYD_MATLAB101,105353019718,Processed,19,14,Online,1,19,,,MATLAB,6,Thu,JZ,AG,44007_USYD_MATLAB101
26/06/2020,2020,2,Deakin,QLTRICS101,20200626T1000_Deakin_QLTRICS101,108824482958,Processed,19,15,Online,0.5,19,,,Qualtrics,6,Fri,JL,AG,44008_Deakin_QLTRICS101
26/06/2020,2020,2,Deakin,QLTRICS101,20200626T1230_Deakin_QLTRICS101,108824482958,Processed,19,15,Online,0.5,19,,,Qualtrics,6,Fri,JL,AG,44008_Deakin_QLTRICS101
25/06/2020,2020,2,WSU,EXCEL101,20200625T0930_WSU_EXCEL101,105501566024,Processed,19,16,Online,1,19,,,Excel,6,Thu,XW,HP,44007_WSU_EXCEL101
25/06/2020,2020,2,UOA,SPSS101,20200625T0930_UOA_SPSS101,105911664640,Processed,20,13,Online,1,20,,,SPSS,6,Thu,GLC,CF,44007_UOA_SPSS101
29/06/2020,2020,2,UON,R101,20200629T1330_UON_R101,107654902712,Processed,22,19,Online,1,22,,,R,6,Mon,NW,SG,44011_UON_R101
30/06/2020,2020,2,UTS,QLTRICS101,20200630T0930_UTS_QLTRICS101,105494402598,Processed,19,11,Online,0.5,19,,,Qualtrics,6,Tue,HP,WC,44012_UTS_QLTRICS101
30/06/2020,2020,2,USYD,QLTRICS101,20200630T0930_USYD_QLTRICS101,109597148020,Processed,15,14,Online,0.5,15,,,Qualtrics,6,Tue,JZ,,44012_USYD_QLTRICS101
30/06/2020,2020,2,UNSW,R203,20200630T0930_UNSW_R203,104264760706,Processed,29,26,Online,1,29,,,R,6,Tue,KT,MR,44012_UNSW_R203
02/07/2020,2020,3,UNSW,PYTHON101,20200702T0930_UNSW_PYTHON101,104264754688,Processed,27,15,Online,1,27,,,Python,7,Thu,"KT, MR",GLC,44014_UNSW_PYTHON101
02/07/2020,2020,3,Deakin,R101,20200702T1000_Deakin_R101,108825120866,Processed,30,25,Online,1,30,,,R,7,Thu,AG,JL,44014_Deakin_R101
02/07/2020,2020,3,WSU,QLTRICS101,20200702T0930_WSU_QLTRICS101,109116680930,Processed,19,16,Online,0.5,19,,,Qualtrics,7,Thu,XW,HP,44014_WSU_QLTRICS101
03/07/2020,2020,3,USYD,SQL101,20200703T0930_USYD_SQL101,109601392716,Processed,13,10,Online,0.5,13,,,SQL,7,Fri,JZ,,44015_USYD_SQL101
03/07/2020,2020,3,UON,NVIVO101,20200703T0930_UON_NVIVO101,109252414914,Processed,11,9,Online,0.5,11,,,NVivo,7,Fri,SG,PR,44015_UON_NVIVO101
03/07/2020,2020,3,LTU,PYTHON203,20200703T0930_LTU_PYTHON203,https://forms.gle/5gnzqQQxZc7evPHJ7,Processed,19,13,Online,1,19,,,Python,7,Fri,AP,CF,44015_LTU_PYTHON203
07/07/2020,2020,3,UTS,R203,20200707T0930_UTS_R203,105494601192,Processed,28,18,Online,1,28,,,R,7,Tue,KT,WC,44019_UTS_R203
07/07/2020,2020,3,USYD,EXCEL101,20200707T0930_USYD_EXCEL101,109602014576,Processed,16,14,Online,1,16,,,Excel,7,Tue,JZ,,44019_USYD_EXCEL101
07/07/2020,2020,3,UOA,PYTHON101,20200707T0930_UOA_PYTHON101,104705075700,Processed,21,16,Online,1,21,,,Python,7,Tue,MR,MK,44019_UOA_PYTHON101
08/07/2020,2020,3,CSU,SQL101,20200708T0930_CSU_SQL101,107692150120,Processed,13,10,Online,0.5,13,,,SQL,7,Wed,JZ,AG,44020_CSU_SQL101
08/07/2020,2020,3,WSU,REDCAP101,20200708T0930_WSU_REDCAP101,109118163364,Processed,15,11,Online,0.5,15,,,REDCap,7,Wed,XW,,44020_WSU_REDCAP101
09/07/2020,2020,3,UNSW,PYTHON203,20200709T0930_UNSW_PYTHON203,104264730616,Processed,29,21,Online,1,29,,,Python,7,Thu,"KT, MR",,44021_UNSW_PYTHON203
10/07/2020,2020,3,UON,EXCEL101,20200710T1100_UON_EXCEL101,,Manual,12,10,Online,1,12,,,Excel,7,Fri,SG,,44022_UON_EXCEL101
10/07/2020,2020,3,Deakin,REDCAP101,20200710T1000_Deakin_REDCAP101,108826336502,Processed,12,10,Online,0.5,12,,,REDCap,7,Fri,JL,AG,44022_Deakin_REDCAP101
10/07/2020,2020,3,Deakin,REDCAP201,20200710T1000_Deakin_REDCAP201,108826336502,Processed,12,10,Online,0.5,12,,,REDCap,7,Fri,JL,AG,44022_Deakin_REDCAP201
14/07/2020,2020,3,UTS,PYTHON101,20200714T0930_UTS_PYTHON101,107014675776,Processed,20,16,Online,1,20,,,Python,7,Tue,KT,WC,44026_UTS_PYTHON101
14/07/2020,2020,3,UON,MATLAB101,20200714T0930_UON_MATLAB101,107657396170,Processed,17,9,Online,1,17,,,MATLAB,7,Tue,GC,SG,44026_UON_MATLAB101
14/07/2020,2020,3,UOA,PYTHON203,20200714T1330_UOA_PYTHON203,104706193042,Processed,26,22,Online,1,26,,,Python,7,Tue,MR,"MK, AP",44026_UOA_PYTHON203
15/07/2020,2020,3,UNE,R101,20200715T0900_UNE_R101,105049010418,Processed,18,13,Online,1,18,,,R,7,Wed,NB,PR,44027_UNE_R101
15/07/2020,2020,3,WSU,QLTRICS101,20200715T0930_WSU_QLTRICS101,110892299854,Processed,16,10,Online,0.5,16,,,Qualtrics,7,Wed,XW,HP,44027_WSU_QLTRICS101
16/07/2020,2020,3,USYD,R102,20200716T0930_USYD_R102,109601669544,Processed,14,13,Online,1,14,,,R,7,Thu,JZ,,44028_USYD_R102
16/07/2020,2020,3,UON,REDCAP101,20200716T0930_UON_REDCAP101,112780146454,Processed,14,13,Online,0.5,14,,,REDCap,7,Thu,SG,,44028_UON_REDCAP101
16/07/2020,2020,3,Deakin,PYTHON101,20200716T1000_Deakin_PYTHON101,108825841020,Processed,22,16,Online,1,22,,,Python,7,Thu,AG,JL,44028_Deakin_PYTHON101
16/07/2020,2020,3,LTU,EXCEL101,20200716T1330_LTU_EXCEL101,https://forms.gle/mwtUZp7hjHHaH1te9,Processed,35,15,Online,1,35,,,Excel,7,Thu,CF,AP,44028_LTU_EXCEL101
17/07/2020,2020,3,WSU,RDMT001,20200717T0930_WSU_RDMT001,108955918084,Processed,19,15,Online,0.5,19,,,RDMT,7,Fri,,XW,44029_WSU_RDMT001
21/07/2020,2020,3,UNSW,WEBDATA201,20200721T0930_UNSW_WEBDATA201,110568174386,Processed,24,19,Online,1,24,,,Web Scraping,7,Tue,MR,CF,44033_UNSW_WEBDATA201
21/07/2020,2020,3,UON,REDCAP201,20200721T0930_UON_REDCAP201,110085492672,Processed,11,10,Online,0.5,11,,,REDCap,7,Tue,SG,,44033_UON_REDCAP201
22/07/2020,2020,3,UNE,PYTHON101,20200722T0900_UNE_PYTHON101,105049026466,Processed,12,8,Online,1,12,,,Python,7,Wed,GLC,PR,44034_UNE_PYTHON101
22/07/2020,2020,3,WSU,EXCEL102,20200722T0930_WSU_EXCEL102,110892404166,Processed,21,14,Online,1,21,,,Excel,7,Wed,,,44034_WSU_EXCEL102
23/07/2020,2020,3,USYD,R203,20200723T1330_USYD_R203,109568046978,Processed,27,23,Online,1,27,,,R,7,Thu,KT,JZ,44035_USYD_R203
23/07/2020,2020,3,LTU,R101,20200723T1330_LTU_R101,https://forms.gle/cLiVX4cF5eFdMr6q9,Processed,30,29,Online,1,30,,,R,7,Thu,CF,GM,44035_LTU_R101
24/07/2020,2020,3,Deakin,QLTRICS101,20200724T1000_Deakin_QLTRICS101,108826165992,Processed,16,13,Online,0.5,16,,,Qualtrics,7,Fri,JL,AG,44036_Deakin_QLTRICS101
24/07/2020,2020,3,Deakin,QLTRICS101,20200724T1230_Deakin_QLTRICS101,108826165992,Processed,16,13,Online,0.5,16,,,Qualtrics,7,Fri,JL,AG,44036_Deakin_QLTRICS101
27/07/2020,2020,3,SCU,SPSS101,20200727T1000_SCU_SPSS101,111569138296,Processed,23,17,Online,1,23,,,SPSS,7,Mon,JL,"JZ, WC",44039_SCU_SPSS101
27/07/2020,2020,3,UOA,EXCEL101,20200727T1330_UOA_EXCEL101,105381202012,Processed,24,18,Online,1,24,,,Excel,7,Mon,XW,MK,44039_UOA_EXCEL101
28/07/2020,2020,3,Deakin,RDMT001,20200728T1400_Deakin_RDMT001,,Manual,52,52,Online,0.5,52,,,RDMT,7,Tue,JL,AG,44040_Deakin_RDMT001
30/07/2020,2020,3,USYD,PYTHON203,20200730T0930_USYD_PYTHON203,109567513382,Processed,28,24,Online,1,28,,,Python,7,Thu,KT,JZ,44042_USYD_PYTHON203
30/07/2020,2020,3,UNSW,EXCEL101,20200730T1330_UNSW_EXCEL101,110568186422,Processed,27,21,Online,1,27,,,Excel,7,Thu,CF,HP,44042_UNSW_EXCEL101
03/08/2020,2020,3,UNSW,SQL101,20200803T1330_UNSW_SQL101,110568222530,Processed,22,18,Online,0.5,22,,,SQL,8,Mon,KT,HP,44046_UNSW_SQL101
31/07/2020,2020,3,UON,NVIVO101,20200731T0930_UON_NVIVO101,113571150368,Processed,16,16,Online,0.5,16,,,NVivo,7,Fri,SG,,44043_UON_NVIVO101
31/07/2020,2020,3,UON,NVIVO101,20200731T1330_UON_NVIVO101,113571158392,Processed,12,10,Online,0.5,12,,,NVivo,7,Fri,SG,,44043_UON_NVIVO101
31/07/2020,2020,3,Deakin,QLTRICS101,20200731T1000_Deakin_QLTRICS101,110936548202,Processed,20,13,Online,0.5,20,,,Qualtrics,7,Fri,JL,AG,44043_Deakin_QLTRICS101
31/07/2020,2020,3,Deakin,QLTRICS101,20200731T1230_Deakin_QLTRICS101,110936548202,Processed,20,13,Online,0.5,20,,,Qualtrics,7,Fri,JL,AG,44043_Deakin_QLTRICS101
31/07/2020,2020,3,WSU,UNIX101,20200731T0930_WSU_UNIX101,111747750530,Processed,20,10,Online,0.5,20,,,Unix,7,Fri,XW,HP,44043_WSU_UNIX101
05/08/2020,2020,3,UNE,R203,20200805T0900_UNE_R203,105049048532,Processed,21,14,Online,1,21,,,R,8,Wed,NB,PR,44048_UNE_R203
04/08/2020,2020,3,UNSW,QLTRICS101,20200804T0930_UNSW_QLTRICS101,110568236572,Processed,18,11,Online,0.5,18,,,Qualtrics,8,Tue,HP,MR,44047_UNSW_QLTRICS101
04/08/2020,2020,3,UON,QLTRICS101,20200804T0930_UON_QLTRICS101,113587031870,Processed,16,12,Online,0.5,16,,,Qualtrics,8,Tue,SG,,44047_UON_QLTRICS101
05/08/2020,2020,3,CSU,PYTHON101,20200805T0930_CSU_PYTHON101,107064298198,Processed,30,28,Online,1,30,,,Python,8,Wed,MR,AP,44048_CSU_PYTHON101
06/08/2020,2020,3,USYD,SQL101,20200806T0930_USYD_SQL101,112576792216,Processed,16,15,Online,0.5,16,,,SQL,8,Thu,JZ,,44049_USYD_SQL101
07/08/2020,2020,3,WSU,PYTHON101,20200807T0930_WSU_PYTHON101,112167796900,Processed,13,13,Online,1,13,,,Python,8,Fri,KT,XW,44050_WSU_PYTHON101
10/08/2020,2020,3,Deakin,QLTRICS101,20200810T1000_Deakin_QLTRICS101,114556920834,Processed,24,22,Online,0.5,24,,,Qualtrics,8,Mon,JL,AG,44053_Deakin_QLTRICS101
10/8/2020,2020,3,Deakin,QLTRICS101,20200810T1300_Deakin_QLTRICS101,114556920834,Processed,24,22,Online,0.5,24,,,Qualtrics,8,Mon,JL,AG,44053_Deakin_QLTRICS101
12/8/2020,2020,3,USYD,PYTHON101,20200812T0930_USYD_PYTHON101,112632803748,Processed,30,29,Online,1,30,,,Python,8,Wed,KT,JZ,44055_USYD_PYTHON101
12/8/2020,2020,3,WSU,QLTRICS101,20200812T0930_WSU_QLTRICS101,114483974650,Processed,14,7,Online,0.5,14,,,Qualtrics,8,Wed,HP,XW,44055_WSU_QLTRICS101
13/08/2020,2020,3,UNSW,SPSS101,20200813T0930_UNSW_SPSS101,110568270674,Processed,18,15,Online,1,18,,,SPSS,8,Thu,GLC,CF,44056_UNSW_SPSS101
